,name,url,year,text,cast,genre,director
270,Shree 5 Ambare,https://www.imdb.com/title/tt8024952/?ref_=sr_t_271,2014,Ambar (Saugat Malla) and Kali (Keki Adhikari) meet and fell in love in their childhood on street. Ambar is left along in the street when Kali is taken away by a guy. She became a prostitute and lived a comfortable life while Ambar nourished his desire to become a king in the society.,"'saugat malla', 'keki adhikari'","crime, drama",dipabasnet
271,Jadugar 2,https://www.imdb.com/title/tt10003806/?ref_=sr_t_272,2019,missing,"'resham firiri', 'surendra k.c.'",comedy,mahadevtripathi
272,Aishwarya,https://www.imdb.com/title/tt7625030/?ref_=sr_t_273,2017,"Sameer and Raghav are two rival businessman based in Kathmandu who can go any length to one up each other. But when Deepika , an aspiring fashion model, enters the picture, Sameer and Raghav's rivalry takes a bitter turn and their professional hatred becomes a personal vendetta.","'keki adhikari', 'deepika prasain'","drama, romance",diwakarbhattarai
273,Khandan,https://www.imdb.com/title/tt0304286/?ref_=sr_t_274,2002,"Sudha, who is pregnant, never thought that Gyatri Subedi, her mother-in-law, would hatch such a cruel conspiracy against her just after her newlywed husband Vijaya left for the city. Subsequently, Gyatri, with the help of Manthara, bribes a witch-doctor to declare Sudha a witch.","'niruta singh', 'rajesh hamal'",,yuvrajlama
274,Silu,https://www.imdb.com/title/tt5612068/?ref_=sr_t_275,1987,"The first film made in Newari language, tells the story of a young man, who will do anything for the girl he loves.","'hari bansha acharya', 'jay shrestha'","drama, musical, romance",pradeeprimal
275,Jeevan Sangharsha,https://www.imdb.com/title/tt17493572/?ref_=sr_t_276,1995,"A poet gets dejected with the materialistic society around him. The only person he gets some sympathy from is a washed out working girl who gives him shelter. Rejected by publishers, he gains fame when his death is reported by a newspaper.","'rajesh hamal', 'kumud pant'","action, drama",yubrajlama
276,Deciphering Me,https://www.imdb.com/title/tt5252250/?ref_=sr_t_277,2015,"A member of ultra-leftist underground group is forced to hide in a village after being seriously injured in the ambush by the government forces. With life hanging by a thread and the villagers blaming him for the death of one of their own, he is left alone to deal with disturbing thoughts and visions.","'dayahang rai', 'kamal mani nepal'","action, drama",samtenbhutia
277,Jani Najani,https://www.imdb.com/title/tt9885892/?ref_=sr_t_278,2019,missing,"'nirisha basnet', 'matrika ghimire'",drama,basantaadhikari
278,Andaj,https://www.imdb.com/title/tt8290858/?ref_=sr_t_279,2011,missing,"'rekha thapa', 'jiwan luitel'",romance,ujwalghimire
279,Aadi Kabi Bhanubhakta,https://www.imdb.com/title/tt0277546/?ref_=sr_t_280,1999,Historical biopic based on the life of Nepali poet Bhanubhakta Acharya.,"'kamal mani dixit', 'gopal nepal'","biography, drama",yadavkharel
280,Katha Kathmandu,https://www.imdb.com/title/tt8673620/?ref_=sr_t_281,2018,missing,"'prekshya adhikari', 'pramod agrahari'","drama, romance",sangitashrestha
281,Maun,https://www.imdb.com/title/tt8504976/?ref_=sr_t_282,2013,missing,"'arpan thapa', 'namrata shrestha'",drama,surajbhushal
282,Chauka Dau,https://www.imdb.com/title/tt10669626/?ref_=sr_t_283,2019,"The movie is based on the assumption that men, regardless of their age and marital status, are sexually attracted to women.","'rabindra jha', 'barsha raut'",comedy,prunandujha
283,Sunpani,https://www.imdb.com/title/tt8878514/?ref_=sr_t_284,2015,missing,"'sabin bastola', 'agraj k.c.'",drama,sabinbastola
284,"Pani: Women, Drugs and Kathmandu",https://www.imdb.com/title/tt29292448/?ref_=sr_t_285,2018,Living with addiction in Kathmandu,'raul gallego abellan',documentary,raulgallegoabellan
285,Manish,https://www.imdb.com/title/tt27075904/?ref_=sr_t_286,2006,"Four prisoners are released from prison by a police inspector who teaches them how to function in society as civilized members of society, thereby rehabilitating them.","'bhuwan k.c.', 'nikhil upreti'",drama,shivaregmi
286,Yo Maya Ko Sagar,https://www.imdb.com/title/tt0314926/?ref_=sr_t_287,2000,"A carefree young man meets a girl with whom he instantly falls in love; however, they struggle because their parents do not approve of their relationship as a result of a brief unexpected event.","'ramesh upreti', 'jal shah'",,ashoksharma
287,Karkash,https://www.imdb.com/title/tt8355664/?ref_=sr_t_288,2013,The story of a band named Karkash and the ups and downs of band members.,"'suraj singh thakuri', 'satya raj acharya'","drama, musical",asifshah
288,Michael Adhikari,https://www.imdb.com/title/tt21113894/?ref_=sr_t_289,2022,"It is a poor man who tries to convince his wife to carry a sterile couple's baby in her womb for money. His desire to be wealthy in a short time leads to unexpected twists and turns, touching on ethical and emotional values.","'saugat malla', 'shristi shrestha'",drama,ranjeetgupta
289,Lalpurja,https://www.imdb.com/title/tt7819514/?ref_=sr_t_290,2018,"Lalpurja is a story of struggle between two brothers for a piece of land.It is set in Miteri Gaon,an imaginary village of Nepal.","'prakash bhujel', 'kameshwor chaurasiya'","drama, romance",nigamshrestha
290,Pahuna,https://www.imdb.com/title/tt8374716/?ref_=sr_t_291,2003,A mental patient is admitted in the hospital. Only cure he needs is someone to forgive him.,"'shree krishna shrestha', 'jharana thapa'",drama,shivaregmi
291,Seto Bagh,https://www.imdb.com/title/tt6044656/?ref_=sr_t_292,2015,Set during the last days of Jung Bahadur Rana following his death and then the start of conspiracies within the Rana family with the motive of accessing the power to rule.,"'manish bhandari', 'binay dahal'","drama, history",neerbikramshah
292,Ragat,https://www.imdb.com/title/tt0301762/?ref_=sr_t_293,1995,missing,"'kumud pant', 'bipana thapa'",,narayanpuri
293,Dokh,https://www.imdb.com/title/tt6818560/?ref_=sr_t_294,2022,"After a few no-gooders from Salley village beat up a boy from a neighbouring village, a long-running feud over a contested forest flares up. With the insurgency at its peak, the rebel commander suggests this dispute be settled through a game of football. In the midst of all this tension a new teacher is appointed to the village school. Will this versatile stranger provide a solution or cause even more trouble?","'maotse gurung', 'sajan thapa magar'",drama,anupbaral
294,Rawayan,https://www.imdb.com/title/tt34571263/?ref_=sr_t_295,2024,missing,"'paul shah', 'prakash shah'",action,sudarshanthapa
295,Krodh,https://www.imdb.com/title/tt0888035/?ref_=sr_t_296,2006,missing,"'akash adhikari', 'shanti maskey'",,akashadhikari
296,Dhartiputra,https://www.imdb.com/title/tt22044694/?ref_=sr_t_297,2014,missing,"'bikrant basnet', 'ankeet khadka'",action,amaroli
297,Cops,https://www.imdb.com/title/tt9892220/?ref_=sr_t_298,2019,missing,"'anupama bhandari', 'ramraj chhetri'",drama,samratsapkota
298,Jetho Kancha,https://www.imdb.com/title/tt0382764/?ref_=sr_t_299,2003,missing,"'rajesh hamal', 'sushila raimajhi'","comedy, drama",dayaramdahal
299,Dying Candle,https://www.imdb.com/title/tt3552320/?ref_=sr_t_300,2016,"A sister fights all odds to take care of her young brother, until things fall apart, and she is left with no option, but sell her dignity to save him.","'bidhya karki', 'saugat malla'","drama, family",nareshkumarkc
300,Dui Kinara,https://www.imdb.com/title/tt8165420/?ref_=sr_t_301,2003,It's a love story about a young fisherman who falls in love with a Nepali woman who was raised in America and is visiting her homeland. He denies his feelings because he believes this is an unlikely relationship.,"'tulsi ghimire', 'jeetu nepal'","drama, romance",tulsighimire
301,Satidevi,https://www.imdb.com/title/tt29539196/?ref_=sr_t_302,missing,"Kul Bahadur, a poor man in a village struggling with alcoholism, has four daughters. Despite longing for a son, his eldest, Sati Devi, tries to bring him joy. Yet, fate leads to heart-wrenching situations.","'kuldeep adhikari', 'srijana adhikari'",family,laxmansubedi
302,Ram Ram,https://www.imdb.com/title/tt12774442/?ref_=sr_t_303,2022,Ram Ram is a unique comedy movie .,"'amit giri', 'saugat malla'",comedy,subarnathapa
303,Kina Ma? 2019,https://www.imdb.com/title/tt10475034/?ref_=sr_t_304,2019,missing,"'rai bimal', 'limbu prashant'",history,tamangsangraam
304,Prasad,https://www.imdb.com/title/tt8561248/?ref_=sr_t_305,2018,Newly married couple face a lot of challenges when they find out they can't conceive.,"'bipin karki', 'namrata shrestha'","drama, romance",dineshraut
305,Ganapati,https://www.imdb.com/title/tt16882704/?ref_=sr_t_306,2023,"The people of a village think a newborn baby is an incarnation of Ganesh until he is diagnosed as having a birth defect, which impacts the life of the baby as he grows into a man.","'anish adhikari', 'devendra bablu'",drama,sabinadhikari
306,Shatru Gate,https://www.imdb.com/title/tt7786264/?ref_=sr_t_307,2018,A wedding conflict between two families.,"'hari bansha acharya', 'basundhara bhusal'","comedy, drama",pradeepbhattarai
307,Sagun,https://www.imdb.com/title/tt0301795/?ref_=sr_t_308,1998,missing,"'basundhara bhusal', 'dinesh d.c.'",,narayanpuri
308,Chhodi Gaye Paap Lagla,https://www.imdb.com/title/tt8682226/?ref_=sr_t_309,2010,missing,"'sanchita luitel', 'raj ballav koirala'",romance,ujwalghimire
309,Love Sasha,https://www.imdb.com/title/tt6620138/?ref_=sr_t_310,2017,A girl (Keki Adhikari) starts to develop a afair with a young man (Karma Shayla) while waiting to get engaged with her long time boyfriend.,"'karma shakya', 'keki adhikari'",romance,prachandamanshrestha
310,Raato Ghar,https://www.imdb.com/title/tt6966090/?ref_=sr_t_311,2017,"Rato Ghar revolves around Jhakhmale (Wilson), Tukki (Gaurav Pahari), Korean (Anurag Kuwar) and Kartikey (Sanyam Puri) and shows their crime drama unconventionally. It is a social drama movie covering comedy, action and thriller that shows bad effects of ambition of money.","'anurag kuwar', 'mala limbu'",comedy,surajsubba
311,Chha Ekan Chha,https://www.imdb.com/title/tt6044190/?ref_=sr_t_312,2014,"A girl is looking for a boy to get married. In course of time, she dates six boys. Who will she choose among the six?","'sandip chhetri', 'neeta dhungana'","comedy, drama",dineshd.c.
312,Kaslai Diu Yo Jovan,https://www.imdb.com/title/tt18339224/?ref_=sr_t_313,2010,missing,"'melina manandhar', 'dilip rayamajhi'",comedy,sureshdarpanpokharel
313,Children of God,https://www.imdb.com/title/tt1447951/?ref_=sr_t_314,2008,A documentary which follows a group of siblings who eke out their existence from the offerings and other goods found in the sacred Bagmati River.,'seung-jun yi',documentary,seung-junyi
314,The Story of '72,https://www.imdb.com/title/tt7236026/?ref_=sr_t_315,2018,An aloof and a distant man learns the true meaning of' home' and also learns to see the women in his life in a new light before leaving his earthquake shattered country.,"'sarada adhikari', 'romash emerald bishwodeep'",drama,prabin
315,Suntali,https://www.imdb.com/title/tt3908994/?ref_=sr_t_316,2014,"Chinmaya Suberdani, the powerful matriarch of a sleepy village in Nepal, is preparing for her son's wedding when Suntali returns with a menacing foreigner in tow. Suntali befriends the village tailor, rekindles a relationship with Chinmaya's son Sundar, and armed with great resolve and sharp cunning Suntali deftly spins a web of deception, building up her vengeance against Chinmaya by getting the village men to do her bidding. As we find out why Suntali wants revenge, Chinmaya also wises up to Suntali's plot and initiates her own plan to destroy Suntali. Their feud will leave the hearts and minds of half of the village devastated, because only one of them will win.","'pramod agrahari', 'bipana basnet'","comedy, drama",bhaskardhungana
316,A Mero Hajur 4,https://www.imdb.com/title/tt16607614/?ref_=sr_t_317,2022,It follows a vibrant couple as they meet and fall in love. Some unexpected things happen that make everything take a turn. Will everything be sorted out between them?,"'salon basnet', 'laxmi giri'",romance,jharanathapa
317,Paral Ko Aago,https://www.imdb.com/title/tt0888045/?ref_=sr_t_318,1978,A wife goes to her maternal house after being beaten by her husband. The husband then seeks her out.,"'basundhara bhusal', 'susmita dhakal'","comedy, drama, mystery",pratapsubha
318,Dhanda,https://www.imdb.com/title/tt8487960/?ref_=sr_t_319,2012,A guy who losses his self esteem while perusing his dream on migrating overseas. He loses his sanity on waking up in the hospital.,"'arpan thapa', 'samuna k.c'",drama,sudarshanthapa
319,Gaunthali,https://www.imdb.com/title/tt0304067/?ref_=sr_t_320,2001,missing,"'pariksha adhikari', 'diksha dula'",drama,basantashrestha
320,Kopila,https://www.imdb.com/title/tt12593528/?ref_=sr_t_321,2022,"Inspired by a true story, Kopila the bud realistically presents the pathetic incident of a 13-year-old rape victim, Nirmala Panta of Kanchanpur, a district in the Far Western province of Nepal.","'ganesh giri', 'sarita giri'",biography,shivamadhikari
321,Bhor: First Light,https://www.imdb.com/title/tt8386480/?ref_=sr_t_322,2018,Bhor is a social drama based on the social and economic implications of dowry in society.,"'pramesh jha', 'anita rani mandal'",drama,yadavkumarbhattarai
